question,assumption,plausibility,veracity,evidence_source,evidence,evidence_source_link
,There are key factors to consider when determining the timing to start looking for a pediatrician.,4,Unsure,Tips for Selecting a Pediatrician | Texas Children's Pediatrics,"""Planning ahead now will help you feel calm and confident about your newborn’s care when the time comes to visit your pediatrician.""",https://www.texaschildrenspediatrics.org/tips-selecting-pediatrician
,The early selection of a pediatrician can contribute to better healthcare planning for the newborn.,5 (Very Plausible),TRUE,Expectant Parents Encouraged to Visit Pediatrician Before Birth of Baby - HealthyChildren.org,"""The American Academy of Pediatrics (AAP) recommends all parents-to-be visit a pediatrician during the third trimester of pregnancy as an important first step in establishing a trusted relationship and supportive medical home for their child.""",https://www.healthychildren.org/English/news/Pages/Expectant-Parents-Encouraged-to-Visit-Pediatrician-Before-Birth-of-Baby.aspx
,There may be potential challenges or limitations if I wait until after the baby is born to choose a pediatrician.,3,TRUE,Expectant Parents Encouraged to Visit Pediatrician Before Birth of Baby - HealthyChildren.org,"""'It gives parents an opportunity to really focus on any questions and concerns they may have. They can talk with a pediatrician before the fatigue of new parenthood sets in and there's an adorably distracting little human in their arms who may be crying, spitting up, or in immediate need of feeding or a diaper change.'""",https://www.healthychildren.org/English/news/Pages/Expectant-Parents-Encouraged-to-Visit-Pediatrician-Before-Birth-of-Baby.aspx
How do babies feel emotions?,Babies can experience emotions.,5 (Very Plausible),TRUE,https://www.cambridge.org/core/books/abs/cambridge-handbook-of-infant-development/infant-emotional-development/4FC8549FD12546EA95FB375C5609F011,"""Infants are emotional. From peals of laughter to disconsolate crying, infants are notorious for both the intensity and lability of their emotional displays.""",https://www.cambridge.org/core/books/abs/cambridge-handbook-of-infant-development/infant-emotional-development/4FC8549FD12546EA95FB375C5609F011
,Babies feel their emotions differently than adults.,5 (Very Plausible),Unsure,Infant emotional cues - MSU Extension,"""...basic emotions that even an infant can feel and express beginning at birth.""",https://www.canr.msu.edu/news/infant_emotional_cues
,Infants can express emotions through non-verbal cues.,4,TRUE,Infant emotional cues - MSU Extension,"""All communication, regardless of age, is mostly transmitted through non-verbal communication.... Happiness is a feeling of overall well-being and is expressed in the following ways:
Children will smile and giggle
Their eyes will be open and bright
Their cheeks will be lifted up a little bit, giving their face a joyful look
They may shift their attention more easily""",https://www.canr.msu.edu/news/infant_emotional_cues
,Infants can appropriately articulate their emotions.,1 (Not Plausible),TRUE,Supporting the Development of Expressing Emotion | Child Care Technical Assistance Network,"""Early in life, babies express emotions through facial expressions, vocalizations, and body language.""","https://childcareta.acf.hhs.gov/infant-toddler-resource-guide/infanttoddler-care-providers/emotional-development/expressing#:~:text=Early%20in%20life%2C%20babies%20express,of%20Education%2C%202009%2C%20p."
,Infants experience and understand emotions in a meaningful way.,3,TRUE,Social & Emotional Development for Infants (Birth - 12 Months),"""During this first year, your baby will form special bonds with caring adults, explore the world around them by touching, looking and engaging within safe spaces with caregivers.  They will also learn more about emotions by watching you, sharing a smile and calming with your help.""","https://www.michigan.gov/mikidsmatter/parents/infant/social#:~:text=During%20this%20first%20year%2C%20your,and%20calming%20with%20your%20help."
,Babies begin to experience emotions at an early age.,5 (Very Plausible),TRUE,"First Feelings: The Foundation of Healthy Development, Starting From Birth | ZERO TO THREE","""But thanks to an explosion in research on infancy in the last 30 years, we now know that babies and toddlers are deeply feeling beings.""",https://www.zerotothree.org/resource/first-feelings-the-foundation-of-healthy-development-starting-from-birth/
,Genetics play a role in shaping a baby's emotional responses.,3,Unsure,Genetic and Environmental Influences on Individual Differences in Emotion Regulation and Its Relation to Working Memory in Toddlerhood - PMC,"""The present findings support our hypotheses that variations in emotion regulation in toddlerhood are attributed to significant genetic and environmental effects, and emotion regulation is associated with working memory, which is due to significant genetic overlap on the two constructs.""","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4108294/#:~:text=The%20present%20findings%20support%20our,overlap%20on%20the%20two%20constructs."
,Caregivers influence a baby's emotional development.,3,TRUE,Supporting the Development of Expressing Emotion | Child Care Technical Assistance Network,"""""Healthy social-emotional development for babies and toddlers occurs through warm, positive, and secure relationships with caring and nurturing adults.""","https://childcareta.acf.hhs.gov/infant-toddler-resource-guide/infanttoddler-care-providers/emotional-development/expressing#:~:text=Early%20in%20life%2C%20babies%20express,of%20Education%2C%202009%2C%20p."
,Facial expressions and body language can indicate a baby's emotions.,4,TRUE,Supporting the Development of Expressing Emotion | Child Care Technical Assistance Network,"""Early in life, babies express emotions through facial expressions, vocalizations, and body language.""","https://childcareta.acf.hhs.gov/infant-toddler-resource-guide/infanttoddler-care-providers/emotional-development/expressing#:~:text=Early%20in%20life%2C%20babies%20express,of%20Education%2C%202009%2C%20p."
,Newborns and infants express emotions differently than older babies.,3,TRUE,Supporting the Development of Expressing Emotion | Child Care Technical Assistance Network,"""Encouraging and allowing toddlers to express their emotions and teaching them strategies to manage strong feelings (for example, deep breathing for toddlers, using a squeeze ball, or coming to an adult for help)""","https://childcareta.acf.hhs.gov/infant-toddler-resource-guide/infanttoddler-care-providers/emotional-development/expressing#:~:text=Early%20in%20life%2C%20babies%20express,of%20Education%2C%202009%2C%20p."
,Cultural factors may play a role in a baby's emotional experiences.,2,Unsure,Infants are sensitive to cultural differences in emotions at 11 months - PMC,"""Greater attention to culture has been called for in developmental research""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8483341/
,Developmental milestones can relate to changes in a baby's emotional expression.,3,TRUE,Emotional & Social Development in Babies: Birth to 3 Months - HealthyChildren.org,"""Emotional/social milestones for your 1- to 3-month-old
Begins to develop a social smile
Enjoys playing with other people and may cry when playing stops
Becomes more communicative and expressive with face and body
Imitates some movements and facial expressions""",https://www.healthychildren.org/English/ages-stages/baby/Pages/Emotional-and-Social-Development-Birth-to-3-Months.aspx
What should I do if my baby has a cold?,Colds in infants can be managed at home without medical attention.,4,TRUE,Common cold in babies - Diagnosis & treatment - Mayo Clinic,"""In general, you don't need to see the doctor if your older baby has a common cold. If you have questions or if your baby's symptoms worsen or don't go away, it might be time to see the doctor.""",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/diagnosis-treatment/drc-20351657
,Over-the-counter cold medications designed for adults may not be safe for use in infants.,4,TRUE,All About Baby’s First Cold - Penn Medicine Lancaster General Health,"""Treat fevers with Tylenol (for infants 2 months or older) or Motrin (for infants 6 months or older)... Avoid giving your baby over-the-counter cough and cold medicines (unless instructed by your pediatrician)""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/the-first-year/all-about-babys-first-cold
,Antibiotics may not always be necessary to treat a baby's cold.,5 (Very Plausible),TRUE,Common cold in babies - Diagnosis & treatment - Mayo Clinic,"""Antibiotics don't work against cold viruses.""",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/diagnosis-treatment/drc-20351657
,There may be a point at which seeking medical attention for a baby's cold is necessary.,5 (Very Plausible),TRUE,All About Baby’s First Cold - Penn Medicine Lancaster General Health,"""If your child is less than three months old, contact their provider at the sign of any illness so they can ensure your baby doesn’t have any other infections that need to be addressed... If your baby is 3 months or older, call the doctor for:
Signs of dehydration (fewer than normal number of wet diapers)
Changes with breathing that do not require immediate emergent care (If rapid breathing, working very hard to breathe, or color changes you should call 911 or go to the emergency department)
Coughing (especially if getting worse, not better)
Ear pain
Red eyes or yellow-green eye discharge
A sudden decrease in time spent nursing or number of bottles
No improvement after a week""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/the-first-year/all-about-babys-first-cold
,There may be differentiating factors between a common cold and a more serious illness in babies.,3,TRUE,Common cold in babies - Symptoms & causes - Mayo Clinic,"""Isn't wetting as many diapers as usual
Has a temperature higher than 100.4 F (38 C)
Seems to have ear pain or is unusually irritable
Has red eyes or develops yellow or greenish eye discharge
Has trouble breathing or wheezing
Has a persistent cough
Has thick, green nasal discharge for several days
Has other signs or symptoms that worry you, such as an unusual or alarming cry or not waking up to eat""",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651
,There are typical symptoms associated with a cold in infants.,4,TRUE,Common cold in babies - Symptoms & causes - Mayo Clinic,"""The first signs of the common cold in a baby are often:
A congested or runny nose
Nasal discharge that may be clear at first but might thicken and turn yellow or green
Other signs and symptoms of a common cold in a baby may include:
Fever
Sneezing
Coughing
Decreased appetite
Irritability
Difficulty sleeping
Trouble nursing or taking a bottle due to nasal congestion""",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651
,The duration of a typical cold in infants may vary.,3,TRUE,Common cold in babies - Diagnosis & treatment - Mayo Clinic,"""Most cases of the common cold get better without treatment, usually within a week to 10 days, but a cough may linger for a week or more.""",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/diagnosis-treatment/drc-20351657
,There may be specific signs that indicate a baby's cold is worsening rather than improving.,4,TRUE,Colds,"""You do need to call your child's doctor if your child develops a complication. Examples are an earache or if the symptoms last too long.""",https://www.seattlechildrens.org/conditions/a-z/colds/
What is the advantage for not having an epidural during the labor?,Not having an epidural during labor allows for more mobility.,3,TRUE,Epidurals During Childbirth: What Women Should Know > News > Yale Medicine,"""Usually, women have to stay in bed after receiving an epidural because of decreased sensation in their legs, which puts them at risk of falling.""",https://www.yalemedicine.org/news/epidural-anesthesia
,There are potential benefits to being able to change positions freely without an epidural.,3,TRUE,Labor positions - Mayo Clinic,"""Some research suggests that certain positions may be useful in moving labor along. And as labor goes on, switching positions can make you feel more comfortable.... Keep in mind that if you use certain pain relief medicine, you might have to stay in bed or be in a specific position. If there's something you want or don't want regarding positions during labor, tell your health care team and anyone else who may be with you during labor.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/labor/art-20546804
,Avoiding an epidural can impact the overall labor experience for the mother.,5 (Very Plausible),TRUE,Epidurals During Childbirth: What Women Should Know > News > Yale Medicine,"""It might be because she wants to experience everything, including feeling what labor pain is like.""",https://www.yalemedicine.org/news/epidural-anesthesia
,Not having an epidural allows for a more active role for the mother in the birthing process.,4,TRUE,5 Things to Know About Having a Natural Birth - Penn Medicine Lancaster General Health,"""While the pain is a given, many birthing people find medication-free childbirth to be empowering. Benefits of natural birth include: no loss of sensation or alertness, the ability to move around more freely during labor, and feeling more in-tune with your body’s instincts when it comes time to push.""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/your-pregnancy/5-things-to-know-about-having-a-natural-birth
,Avoiding an epidural contributes to a more natural and unmedicated birthing experience.,4,TRUE,Healthy Birth Practice #4: Avoid Interventions Unless They Are Medically Necessary - PMC,"""Maternity care in the United States is intervention intensive. The routine use of intravenous fluids, restrictions on eating and drinking, continuous electronic fetal monitoring, epidural analgesia, and augmentation of labor characterize most U.S. births... As women cope with the increasingly painful contractions, increasing amounts of oxytocin are released. If the pain is taken away (for instance, with an epidural), oxytocin levels drop and contractions become fewer and less effective. Most often, oxytocin augmentation is then needed to keep labor moving.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4235054/
,The absence of an epidural can impact the duration of the labor process.,3,TRUE,Epidurals During Childbirth: What Women Should Know > News > Yale Medicine,"""A common concern is that having an epidural early in labor slows down labor and delivery. “There is some evidence that it does slow it down by 20 minutes or a half hour. But in the grand scheme of things, it is not much more time,” Dr. McGuire says.""",https://www.yalemedicine.org/news/epidural-anesthesia
,There are potential benefits to not having an epidural in terms of reduced risk for certain medical interventions during labor.,3,TRUE,Healthy Birth Practice #4: Avoid Interventions Unless They Are Medically Necessary - PMC,"""Epidural analgesia provides excellent pain relief, but it disrupts labor physiology in several ways. Without pain, oxytocin levels drop dramatically, and women require intravenous oxytocin (Pitocin). Pitocin does not pass the blood–brain barrier; therefore, women with epidurals do not get an endorphin release. Relaxation of the pelvic muscles makes rotation and descent of the baby more difficult. As a result, there is increased risk for several unintended complications.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4235054/
,Not having an epidural means a more 'natural' birthing experience.,4,Unsure,5 tips on natural childbirth from an Ob/Gyn who experienced it | Your Pregnancy Matters | UT Southwestern Medical Center,"""Some women consider any vaginal birth a natural childbirth, regardless of whether it includes getting an epidural or Pitocin to induce labor. Others think natural childbirth is only when there is no medical intervention. Most patients fall somewhere in the middle.""",https://utswmed.org/medblog/5-tips-natural-childbirth/
,Avoiding an epidural allows for more control and active participation in the birthing process.,3,Unsure,"8 ways to prepare for natural birth: Easing labor pain without an epidural | Nebraska Medicine Omaha, NE","""Reasons for a natural birth include avoiding the risks of an epidural, having more control over delivery or remembering the experience more clearly. Some women simply want to see what their bodies can do.""",https://www.nebraskamed.com/womens-health/pregnancy-birth/health/8-ways-to-prepare-for-natural-birth-easing-labor-pain-without-an-epidural
,There may be negative side effects or complications associated with epidurals.,4,TRUE,"Epidural: What It Is, Procedure, Risks & Side Effects","""Having low blood pressure... Experiencing a severe headache caused by spinal fluid leakage... Getting an infection from the epidural procedure, such as an epidural abscess, discitis, osteomyelitis or meningitis. Having a negative reaction to the medications, such as hot flashes or a rash. Experiencing bleeding if a blood vessel is accidentally damaged during the injection, which could cause a hematoma or a blood clot to form. Having damage to the nerves at the injection site. Temporarily losing control of your bladder and bowels. You might need a catheter (a small tube) in your bladder to help you pee.""",https://my.clevelandclinic.org/health/treatments/21896-epidural
,Avoiding an epidural may be safer for both the mother and the baby.,3,Unsure,"Epidural: What It Is, Procedure, Risks & Side Effects","""An epidural is generally a very safe procedure, but there are some risks and possible side effects.... You might not be able to push and need help to give birth. Your provider may need to use forceps or a vacuum to help deliver your baby.""",https://my.clevelandclinic.org/health/treatments/21896-epidural
,Pain during labor is considered a normal and manageable part of childbirth.,3,TRUE,Worried about the pain of labor and delivery? It’s not as bad as you think! | American Society of Anesthesiologists (ASA),"""Yes, childbirth is painful. But it’s manageable. In fact, nearly half of first-time moms (46 percent) said the pain they experienced with their first child was better than they expected, according to a nationwide survey commissioned by the American Society of Anesthesiologists (ASA) in honor of Mother’s Day.""",https://www.asahq.org/about-asa/newsroom/news-releases/2018/05/pain-of-labor-and-delivery
,Avoiding an epidural is a way to embrace the experience of pain during labor.,3,Unsure,5 tips on natural childbirth from an Ob/Gyn who experienced it | Your Pregnancy Matters | UT Southwestern Medical Center,"""If you choose unmedicated childbirth, it's important to prepare your mind and body for the experience. It can be difficult, but there are strategies to reshape how you think about pain, its management, and your birth experience.""",https://utswmed.org/medblog/5-tips-natural-childbirth/
,Having an epidural could potentially interfere with the bonding experience between the mother and the baby immediately after birth.,2,FALSE,The association between epidural analgesia during labor and mother-infant bonding,"""Our study demonstrated better mother -infant bonding among women delivering with epidural analgesia.""",https://pubmed.ncbi.nlm.nih.gov/35489303/
,Having an epidural may prolong the labor process.,3,TRUE,Epidurals During Childbirth: What Women Should Know > News > Yale Medicine,"""A common concern is that having an epidural early in labor slows down labor and delivery. “There is some evidence that it does slow it down by 20 minutes or a half hour. But in the grand scheme of things, it is not much more time,” Dr. McGuire says.""",https://www.yalemedicine.org/news/epidural-anesthesia
,Not having an epidural may guarantee a faster recovery after childbirth.,2,Unsure,Physical and psychological recovery after vaginal childbirth with and without epidural analgesia: A prospective cohort study - PMC,"""The use of epidural analgesia was not associated with worse recovery outcomes during postpartum hospitalization.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10553803/
,Women who choose not to have an epidural are more likely to have a positive birth experience.,3,Unsure,"Individualized, supportive care key to positive childbirth experience, says WHO","""However, the increasing medicalization of normal childbirth processes are undermining a woman’s own capability to give birth and negatively impacting her birth experience""",https://www.who.int/news/item/15-02-2018-individualized-supportive-care-key-to-positive-childbirth-experience-says-who
Is it normal for baby to move more than usual when closer to due date?,Increased fetal movement near the due date does not necessarily indicate a problem or distress.,3,Unsure,Are increased fetal movements always reassuring?,"""Many studies have reported on the association of reduced fetal movements and stillbirth, but little is known about excessive fetal movements and adverse pregnancy outcome.""",https://pubmed.ncbi.nlm.nih.gov/30744445/
,Increased fetal movement does not mean that labor is imminent.,4,TRUE,Things that go bump in the night: new ‘normal’ for baby movements - The University of Auckland,"""Now a University of Auckland-led study shows it is entirely normal in late pregnancy for babies to be more active in the evening and bedtime, and that babies’ movements tend to keep getting stronger even as they come to term.""",https://www.auckland.ac.nz/en/news/2019/06/13/things-go-bump-in-night-new-normal-for-baby-movements.html
,Feeling sharp or sudden movements does not necessarily mean that the baby is uncomfortable or distressed.,3,Unsure,Are increased fetal movements always reassuring?,"""...emerging data suggest that 10-30% of the women that subsequently suffer a stillbirth describe a single episode of excessive fetal movement prior to fetal demise.""",https://pubmed.ncbi.nlm.nih.gov/30744445/
,Increased movement does not necessarily mean that the baby is not in the correct position for birth.,4,Unsure,The 3rd trimester: What to expect with baby movements | Novant Health | Healthy Headlines,"""Not typically. It should remain steady at 10 kicks or movements every hour or two. By 39 weeks – when your baby is full-term – you may feel fewer sharp jabs but a greater number of gentle, rolling movements.""",https://www.novanthealth.org/healthy-headlines/the-3rd-trimester-what-to-expect-with-baby-movements
,Feeling constant movement does not necessarily mean that the baby is in distress.,4,TRUE,Your baby's movements - NHS,"""It's not likely your baby can move too much. The important thing is to be aware of your baby's usual pattern of movements. Any changes to this pattern of movements should be checked by a midwife or doctor.""",https://www.nhs.uk/pregnancy/keeping-well/your-babys-movements/
,Fetal movement patterns can vary between pregnancies and babies.,5 (Very Plausible),TRUE,Kick Counts (Fetal Movement Counting): Purpose & How To,""" After a few days of kick counting, you'll notice patterns and what’s normal for the fetus. Every fetus is different.""",https://my.clevelandclinic.org/health/articles/23497-kick-counts
,Increased movement does not necessarily mean that the baby is larger-than-average.,5 (Very Plausible),Unsure,Correlation study between increased fetal movement during the third trimester and neonatal outcome,"""women who reported increased/excessive fetal movements had higher odds of large for gestational age (LGA), particularly those with gestational age over 37 weeks.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6894290/
,There are factors that contribute to changes in fetal movement as the due date approaches.,5 (Very Plausible),Unsure,Fetal Movement - StatPearls - NCBI Bookshelf,"""One study found that increased fetal movements may be used to predict adverse neonatal outcomes such as large for gestational age.""",https://www.ncbi.nlm.nih.gov/books/NBK470566/
,There are specific patterns or types of movements that are considered normal during the later stages of pregnancy.,5 (Very Plausible),TRUE,Fetal Movement Counting,"""There are different patterns of movement. They depend on the baby’s age. Most babies tend to be more active in the evening hours. This can start as early as the second trimester. A baby may be more active about an hour after the mother eats. This is because of the increase in sugar (glucose) in the mother's blood. Fetal movement normally increases during the day with peak activity late at night.""",https://www.stanfordchildrens.org/en/topic/default?id=fetal-movement-counting-90-P02449
,The baby's growth and development can influence their movement in the womb towards the end of pregnancy.,5 (Very Plausible),Unsure,Fetal Movement - StatPearls - NCBI Bookshelf,"""One study found that increased fetal movements may be used to predict adverse neonatal outcomes such as large for gestational age.""",https://www.ncbi.nlm.nih.gov/books/NBK470566/
,It may not be necessary to be concerned if there is a significant increase in fetal movement close to the due date.,4,Unsure,Correlation study between increased fetal movement during the third trimester and neonatal outcome,""" In fact, increased/excessive fetal movement is quite a common experience after 37 weeks of gestation.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6894290/
,The baby's positioning in the uterus can play a role in their movements during the final weeks of pregnancy.,4,TRUE,Baby movement in the womb | Pregnancy articles & support | NCT,"""You might get some useful clues about your baby's position from where the kicks are felt""",https://www.nct.org.uk/pregnancy/tests-scans-and-antenatal-checks/baby-movement-womb
,"The positioning of the placenta can affect fetal movement, especially as the due date approaches.",3,Unsure,Feeling your baby move during pregnancy,"""If the placenta is on the front side of the uterus, an extra layer of cushioning will be between your stomach and the baby, so it may take longer to feel movement.""",https://utswmed.org/medblog/fetal-movements/
What does contractions feel like?,Contractions may not be experienced in the same way by all women.,3,TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""A contraction feels different for everyone and might feel different from one pregnancy to the next.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,Contractions may not always be intensely painful.,4,TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""Labor contractions cause discomfort or a dull ache in your back and lower abdomen, along with pressure in your pelvis. Some people might also feel pain in their sides and thighs. Some describe contractions as intense menstrual cramps. During a true labor contraction, it might be hard to talk or walk. Labor contractions get more painful and come more frequently as time passes.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,It may not be immediately obvious when experiencing contractions.,4,TRUE,Am I in labor?: MedlinePlus Medical Encyclopedia,"""In reality, it is not always easy to know when you are going into labor.""",https://medlineplus.gov/ency/patientinstructions/000508.htm
,Contractions may not only happen during active labor.,2,TRUE,"Stages of labor and birth: Baby, it's time! - Mayo Clinic","""During early labor, your cervix dilates and effaces. You'll likely feel mild, irregular contractions.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545
,Contractions may involve sensations other than just pain.,5 (Very Plausible),TRUE,Signs that labour has begun - NHS,"""You may get backache or a heavy, aching feeling.""",https://www.nhs.uk/pregnancy/labour-and-birth/signs-of-labour/signs-that-labour-has-begun/
,The experience of contractions may vary between pregnancies.,4,TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""A contraction feels different for everyone and might feel different from one pregnancy to the next.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,The primary physical sensation during contractions may vary.,3,FALSE,"Physiology, Pregnancy Contractions - StatPearls - NCBI Bookshelf","""Labor contractions are painful, regular, and present with a change in cervical dilation and/or effacement.""",https://www.ncbi.nlm.nih.gov/books/NBK532927/
,Contractions may be felt in different areas of the body.,3,TRUE,How to Tell When Labor Begins | ACOG,"""As your uterus contracts, you may feel pain in your back or pelvis.""",https://www.acog.org/womens-health/faqs/how-to-tell-when-labor-begins
,There may be a distinct pattern or rhythm to the timing of contractions.,4,TRUE,Labor Contractions | Sutter Health,"""There should be some regularity or pattern when timed.""","https://www.sutterhealth.org/health/labor-delivery/labor-contractions#:~:text=There%20should%20be%20some%20regularity,to%20your%20physician%20or%20midwife.&text=Think%20of%20each%20contraction%20as,the%20birth%20of%20your%20baby."
,The pain of contractions may vary on a scale from 1 to 10.,4,TRUE,A Cross-Sectional Survey of Labor Pain Control and Women’s Satisfaction - PMC,"""The intensity of experienced pain varies among women in labor, as some do not feel severe pain, while others describe their pain as the worst a woman may experience in her entire life.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8835069/
,The sensation of contractions may change as labor progresses.,5 (Very Plausible),TRUE,"Stages of labor and birth: Baby, it's time! - Mayo Clinic","""The first stage of labor and birth occurs when you begin to feel persistent contractions. These contractions become stronger, more regular and more frequent over time... During early labor, your cervix dilates and effaces. You'll likely feel mild, irregular contractions... Your contractions will become stronger, closer together and regular. Your legs might cramp, and you might feel nauseated.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545
,There may be a similarity between the sensation of contractions and menstrual cramps.,5 (Very Plausible),TRUE,What are the symptoms of labor? | ACOG,"""Contractions—As your uterus contracts, you may feel pain in your back or pelvis. This pain may be similar to menstrual cramps. Labor contractions happen in a regular pattern and get closer together over time.""",https://www.acog.org/womens-health/experts-and-stories/ask-acog/what-are-the-symptoms-of-labor
What can I do about ligament pain?,Ligament pain is a normal part of pregnancy.,4,TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""Round ligament pain is a common, normal pregnancy symptom. These pregnancy cramps usually occur in the second trimester, as the uterus and surrounding ligaments stretch.""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,Ligament pain does not necessarily mean there is something wrong with the baby or the pregnancy.,5 (Very Plausible),TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""Round ligament pain is not dangerous for you or your baby.""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,Ligament pain is not always a sign of premature labor or a complication.,4,TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""It’s not a sign of a problem or a symptom of a disease or complication.""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,Ligament pain may not persist throughout the entire pregnancy.,3,TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""Round ligament pain usually occurs during the second trimester of pregnancy (weeks 14 through 27). But it can appear earlier or later in pregnancy.""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,There are self-care measures that can be taken to alleviate ligament pain.,5 (Very Plausible),TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""If you experience frequent round ligament pain, try:
Elastic belly band to support your baby bump.
Rest.
Acetaminophen""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,There may be specific exercises or stretches that pregnant women can do to help with ligament pain.,4,TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""Rest and yoga exercises may help, and you may want to avoid sudden movements... Stretch your hips gently every day. Ask your doctor if yoga for pregnant women is right for you.""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,Over-the-counter pain relievers may be effective for managing ligament pain during pregnancy.,4,TRUE,"Round Ligament Pain: What Does It Feel Like, Causes & Treatment","""Acetaminophen (which is generally safe during pregnancy, but ask your healthcare provider to be sure).""",https://my.clevelandclinic.org/health/symptoms/21642-round-ligament-pain
,There may be prescription medications that can help manage ligament pain during pregnancy.,3,FALSE,Round Ligament Pain in Pregnancy - Tufts Medical Center Community Care,"""Sometimes it may help to take acetaminophen and put a heating pad on a low setting on your belly for a short time.""","https://hhma.org/healthadvisor/aha-roundlig-crs/#:~:text=Round%20ligament%20pain%20is%20usually,are%20having%20signs%20of%20labor."
When does breast milk dry out?,Breast milk drying out is influenced by various factors.,4,TRUE,https://www.breastfeeding.asn.au/resources/rapid-weaning,"""This depends on a few things including: 
How old your baby was and how much milk you were making, or your stage of pregnancy if you had not yet given birth. 
How much milk is taken from the breast through expressing, let-downs and leaking. 
How much your nipples are touched, such as during sex. 
If you are pregnant again.""",https://www.breastfeeding.asn.au/resources/rapid-weaning
,Breast milk may take a certain amount of time to dry out after weaning.,5 (Very Plausible),TRUE,Suppressing lactation | Children's Health Queensland ,"""Suppressing lactation is often called ‘drying up your milk’. How long it takes depends on your milk production, though most women are able to taper off their milk supply over 2 to 3 weeks.""",https://www.childrens.health.qld.gov.au/health-a-to-z/breastfeeding/suppressing-lactation
,There may be signs or symptoms that indicate the drying out of breast milk.,5 (Very Plausible),Unsure,Suppressing lactation | Children's Health Queensland ,"""Cold/gel packs in your bra or cold compresses after a shower or bath can relieve pain and swelling.""",https://www.childrens.health.qld.gov.au/health-a-to-z/breastfeeding/suppressing-lactation
,Breast milk can dry out gradually or suddenly.,3,TRUE,https://www.childrensmercy.org/siteassets/media-documents-for-depts-section/departments/fetal-health-center/postpartum-services/discontinuing-breastmilk-production.pdf,"""As this stimulation decreases or stops, your body will also decrease or stop making milk. This can be done using an abrupt or gradual method. It may take several days or weeks for your breasts to completely stop making milk. Breast fullness should decrease in 1-3 days.""",https://www.childrensmercy.org/siteassets/media-documents-for-depts-section/departments/fetal-health-center/postpartum-services/discontinuing-breastmilk-production.pdf
,Hormonal changes may play a role in the cessation of breast milk production.,4,TRUE,4 Things That Might Surprise You About Weaning - Penn Medicine Lancaster General Health ,"""You may assume the hormonal changes in your body are a partial reason for these big changes in your moods. When you breastfeed, your body produces two “feel good” hormones, prolactin and oxytocin, to create breastmilk and the let-down reflex. Prolactin produces a feeling of well-being, calmness and relaxation, while oxytocin is known as the “love hormone,” and creates those warm and fuzzy feelings. The sudden drop in these hormones can truly cause some to feel a rollercoaster of emotions. People who wean faster may experience more of these adverse emotions, while those who wean gradually may experience them less intensely.""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/the-first-year/4-things-that-might-surprise-you-about-weaning
